family,propulsion,mission,sweep,agent,seed,wear_fraction
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,random,1,0.1666837518228001
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,random,2,0.1666998564604706
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,random,3,0.1666844877921099
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,random,4,0.1666965118267744
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,random,5,0.1667111360103538
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,random,6,0.1666788719604811
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,random,7,0.1666824500640576
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,sac,0,0.1752
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,sac,1,0.1752
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,sac,2,0.1752
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,sac,3,0.1752
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,sac,4,0.1752
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,sac,5,0.1752
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,sac,6,0.1752
nuclear,nep_kilopower,leo_geo_transfer,my_pilot,sac,7,0.1752
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,max_thrust,0,0.4727201041444852
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,max_thrust,1,0.4628587032211459
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,max_thrust,2,0.4723284749880689
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,max_thrust,3,0.4749249989192551
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,max_thrust,4,0.4676366841102602
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,max_thrust,5,0.4730783587846149
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,max_thrust,6,0.4711993404427848
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,max_thrust,7,0.4762813569107135
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,ppo,0,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,ppo,1,0.7865771820759275
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,ppo,2,0.996395039763653
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,ppo,3,0.8433299966000165
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,ppo,4,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,ppo,5,0.843485793205298
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,ppo,6,0.8433573901484853
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,ppo,7,0.9844085987354988
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,prograde,0,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,prograde,1,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,prograde,2,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,prograde,3,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,prograde,4,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,prograde,5,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,prograde,6,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,prograde,7,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,random,0,0.6105009017652404
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,random,1,0.6079227440672903
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,random,2,0.6127618246385392
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,random,3,0.6101541622812922
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,random,4,0.6090622401398122
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,random,5,0.6166576304322917
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,random,6,0.606756086644451
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,random,7,0.6089202302671017
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,sac,0,0.8446322125690249
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,sac,1,0.8447791844566717
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,sac,2,1.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,sac,3,0.8446639399250828
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,sac,4,0.8448757722340983
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,sac,5,0.8446184549533255
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,sac,6,0.8445992323738425
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,sac,7,0.8449446675736147
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,0,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,1,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,2,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,3,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,4,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,5,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,6,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,7,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,0,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,1,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,2,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,3,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,4,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,5,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,6,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,7,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,0,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,1,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,2,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,3,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,4,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,5,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,6,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,7,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,0,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,1,0.0268269332908374
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,2,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,3,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,4,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,5,0.02625
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,6,0.027765089930383
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,7,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,0,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,1,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,2,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,3,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,4,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,5,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,6,0.025
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,7,0.025
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,0,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,1,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,2,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,3,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,4,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,5,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,6,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,7,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,0,0.0455916487406492
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,1,0.0425032989649229
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,2,0.0409042959750748
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,3,0.0423450197230711
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,4,0.0438452990014848
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,5,0.0563701766801322
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,6,0.0466561087847669
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,7,0.0552648091390727
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,0,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,1,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,2,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,3,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,4,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,5,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,6,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,7,0.0680398727517527
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,0,0.0578948533008215
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,1,0.0480380016439072
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,2,0.0498436501290102
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,3,0.0508785348525169
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,4,0.0567941364107222
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,5,0.0495988949377914
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,6,0.046288654433307
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,7,0.0585789939966799
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,0,0.0544044927869689
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,1,0.0544060077203409
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,2,0.0544049879573237
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,3,0.054403615092587
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,4,0.0544043329691046
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,5,0.0544058118537493
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,6,0.054404571785263
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,7,0.0544055078972158
nuclear,nep_kilopower,leo_geo_transfer,smoke,max_thrust,0,0.008760208283455001
nuclear,nep_kilopower,leo_geo_transfer,smoke,max_thrust,1,0.008760208283455001
nuclear,nep_kilopower,leo_geo_transfer,smoke,max_thrust,2,0.008760208283455001
nuclear,nep_kilopower,leo_geo_transfer,smoke,ppo,0,0.0012000000000000001
nuclear,nep_kilopower,leo_geo_transfer,smoke,ppo,1,0.0012000000000000001
nuclear,nep_kilopower,leo_geo_transfer,smoke,ppo,2,0.0012000000000000001
nuclear,nep_kilopower,leo_geo_transfer,smoke,random,0,0.00200841297977
nuclear,nep_kilopower,leo_geo_transfer,smoke,random,1,0.001799883077172
nuclear,nep_kilopower,leo_geo_transfer,smoke,random,2,0.00169068938611
nuclear,ntp_pewee,leo_geo_transfer,smoke,max_thrust,0,0.034019936375876005
nuclear,ntp_pewee,leo_geo_transfer,smoke,max_thrust,1,0.034019936375876005
nuclear,ntp_pewee,leo_geo_transfer,smoke,max_thrust,2,0.034019936375876005
nuclear,ntp_pewee,leo_geo_transfer,smoke,ppo,0,0.018093968623788002
nuclear,ntp_pewee,leo_geo_transfer,smoke,ppo,1,0.01807509728737
nuclear,ntp_pewee,leo_geo_transfer,smoke,ppo,2,0.018027934327105002
nuclear,ntp_pewee,leo_geo_transfer,smoke,random,0,0.020840113636119
nuclear,ntp_pewee,leo_geo_transfer,smoke,random,1,0.017417695275028
nuclear,ntp_pewee,leo_geo_transfer,smoke,random,2,0.016666666666666
