sweep,family,mission,propulsion,agent,seed,status,trip_time_days,wear_fraction,constraint_violations,termination_reason_mode,success_rate,panel
my_pilot,electric,leo_geo_transfer,hall_hermes,sac,6,ok,365.0,0.1598096877654721,1341.5,timeout,0.0,electric  ·  hall_hermes  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_hermes,sac,7,ok,365.0,0.1632301847716991,1370.0,timeout,0.0,electric  ·  hall_hermes  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,ppo,1,ok,365.0,0.1828055555555555,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,ppo,0,ok,365.0,0.5182222222222221,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,ppo,2,ok,365.0,0.3318611111111111,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,ppo,3,ok,365.0,0.2339999999999999,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,ppo,5,ok,365.0,0.3101944444444444,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,ppo,4,ok,365.0,0.1293333333333333,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,ppo,6,ok,365.0,0.3036388888888889,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,ppo,7,ok,365.0,0.7819166666666667,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,sac,0,ok,365.0,0.9608888888888888,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,sac,1,ok,365.0,0.6151111111111112,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,sac,2,ok,365.0,0.9616666666666668,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,sac,3,ok,365.0,0.6870277777777778,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,sac,4,ok,365.0,0.959,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,sac,5,ok,365.0,0.0143055555555555,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,random,0,ok,365.0,0.1097395833333333,542.5,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,random,1,ok,365.0,0.1095989583333333,439.5,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,sac,6,ok,365.0,0.9595,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,random,2,ok,365.0,0.110375,536.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,random,3,ok,365.0,0.1101406249999999,584.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,random,4,ok,365.0,0.1093802083333333,475.75,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,hall_spt100,sac,7,ok,365.0,0.9608333333333332,0.0,timeout,0.0,electric  ·  hall_spt100  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,random,5,ok,365.0,0.11053125,539.5,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,random,6,ok,365.0,0.1091875,542.75,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,random,7,ok,365.0,0.1095833333333333,569.25,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,max_thrust,0,ok,365.0,0.1159999999999999,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,max_thrust,1,ok,365.0,0.1147916666666666,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,max_thrust,2,ok,365.0,0.1169479166666666,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,max_thrust,3,ok,365.0,0.11703125,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,max_thrust,4,ok,365.0,0.1149791666666666,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,max_thrust,5,ok,365.0,0.1175208333333333,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,max_thrust,6,ok,365.0,0.1151979166666666,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,max_thrust,7,ok,365.0,0.1158802083333333,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,prograde,0,ok,365.0,0.1190624287365981,3237.5,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,prograde,1,ok,365.0,0.1292909586118758,1744.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,prograde,3,ok,365.0,0.1182565926172246,2924.5,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,prograde,2,ok,365.0,0.1206762252316415,2840.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,prograde,4,ok,365.0,0.1256421739963822,2537.25,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,prograde,5,ok,365.0,0.119186667864761,3528.5,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,prograde,6,ok,365.0,0.1211877613732865,2796.25,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,prograde,7,ok,365.0,0.1150289447591362,3134.5,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,edelbaum,0,ok,365.0,0.1090374095037668,3648.25,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,edelbaum,1,ok,365.0,0.1099269416951954,3664.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,edelbaum,2,ok,365.0,0.1092316788553119,3654.75,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,edelbaum,3,ok,365.0,0.1090747689944486,3649.5,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,edelbaum,4,ok,365.0,0.1092316788553119,3654.75,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,edelbaum,5,ok,365.0,0.1086563426988129,3635.5,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,edelbaum,6,ok,365.0,0.1090598251981759,3649.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,edelbaum,7,ok,365.0,0.1092316788553119,3654.75,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,ppo,0,ok,365.0,0.123625,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,ppo,1,ok,365.0,0.122484375,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,ppo,3,ok,365.0,0.1258125,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,ppo,2,ok,365.0,0.1255,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,ppo,4,ok,365.0,0.122328125,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,ppo,6,ok,365.0,0.1230729166666666,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,ppo,5,ok,365.0,0.1268125,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,ppo,7,ok,365.0,0.124234375,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,sac,0,ok,365.0,0.1241458333333333,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,sac,1,ok,365.0,0.1223802083333333,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,sac,2,ok,365.0,0.1255520833333333,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,sac,3,ok,365.0,0.1260260416666666,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,sac,4,ok,365.0,0.1226041666666666,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,sac,7,ok,365.0,0.1242083333333333,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,sac,6,ok,365.0,0.1232604166666666,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_next,sac,5,ok,365.0,0.1270104166666666,0.0,timeout,0.0,electric  ·  ion_next  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_nstar,random,0,ok,365.0,0.2480583333333333,613.0,timeout,0.0,electric  ·  ion_nstar  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_nstar,random,1,ok,365.0,0.2484166666666666,489.0,timeout,0.0,electric  ·  ion_nstar  ·  leo_geo_transfer  ·  my_pilot
my_pilot,electric,leo_geo_transfer,ion_nstar,random,2,ok,365.0,0.2493249999999999,623.0,timeout,0.0,electric  ·  ion_nstar  ·  leo_geo_transfer  ·  my_pilot
